Charge (Wh),Charge (Ah),Voltage,Current,Time,TBAT1,TBAT2,TBAT3,TBAT4,TBRD,Cycle Number,Charge direction (chg/hold/dschg)
27.743760791197268,3.1757665786901264,7.7213898,-1.8123167651999998,59118.664596563,264.88112,265.75584000000003,265.67632000000003,264.64256,300.33077760000003,1,dschg
27.664632790423305,3.1655186825440254,7.7213898,-1.7947214567999998,59139.220670034,265.04016,265.75584000000003,265.83536,264.72208,300.2562908,1,dschg
27.585335051453686,3.155236828403738,7.712396799999999,-1.8005865596,59159.777679475,264.88112,265.9944,265.75584000000003,264.88112,300.3307776,1,dschg
27.50530085229361,3.144857063165799,7.7105982,-1.8181818679999997,59180.329614083,265.11968,265.9944,265.75584000000003,265.04016,300.4797512,1,dschg
27.42616692117848,3.1345916606101105,7.708799599999999,-1.7976540081999999,59200.887212504,265.43776,265.91488,265.91488000000004,264.96064,300.40526439999996,1,dschg
27.34622553826359,3.1242118266873207,7.7016052,-1.8181818679999997,59221.439283108,265.1992,265.9944,265.91488,264.96064,300.4797512,1,dschg
27.265640223523345,3.113748382684732,7.701605199999999,-1.8328446249999997,59241.991160717,265.35824,266.07392,265.9944,264.88112,300.4797512,1,dschg
27.18632507925035,3.1034498615046284,7.701605199999999,-1.8035191110000002,59262.548013163,265.27872,266.31248,265.9944,265.1992,300.554238,1,dschg
27.10655779789864,3.0930829492841747,7.6944108,-1.8152493165999997,59283.107659517,265.1992,265.9944,265.9944,265.04016,300.554238,1,dschg
27.027197816360644,3.082766560068819,7.692612199999999,-1.8064516624,59303.66674889,265.43776,266.23296,265.83536000000004,265.11968,300.554238,1,dschg
26.94678480818334,3.0723034973870087,7.685417799999999,-1.8328446250000001,59324.217877524,265.43776,266.23296,265.9944,265.04016,300.6287248,1,dschg
26.867599420648464,3.0620049887308443,7.6890149999999995,-1.8035191110000002,59344.774704971,265.51728,266.392,266.15344,265.11968,300.6287248,1,dschg
26.788217366523412,3.0516736524088866,7.6836192,-1.8093842138,59365.330212461,265.59680000000003,266.15344,266.15344,265.11968,300.8521852,1,dschg
